time,ax,ay,az,atotal
6.526,11.19,-8.26,-16.88,21.87
6.536,12.04,-10.14,-11.99,19.79
6.546,10.62,-10.06,-9.71,17.56
6.556,6.20,-8.30,-8.00,13.09
6.566,1.80,-5.71,-5.27,7.97
6.576,-0.50,-2.52,-3.42,4.27
6.586,-2.49,1.09,-1.65,3.18
6.596,-3.95,2.23,-0.08,4.53
6.606,-4.32,-0.19,0.85,4.41
6.616,-4.70,-4.10,1.37,6.39
6.626,-4.70,-7.13,2.45,8.89
6.636,-4.46,-8.58,2.96,10.11
6.647,-4.15,-7.59,3.17,9.21
6.657,-3.48,-4.70,2.72,6.45
6.667,-2.52,-1.31,2.35,3.69
6.677,-1.76,1.71,2.65,3.61
6.687,-1.49,3.77,2.74,4.89
6.697,-1.37,5.07,2.62,5.87
6.707,-0.96,5.79,2.68,6.45
6.717,-0.32,5.39,2.85,6.11
6.727,-0.17,3.85,3.13,4.96
6.737,-0.25,1.80,3.60,4.03
6.747,-0.12,-0.25,4.11,4.12
6.757,-0.08,-1.97,4.49,4.90
6.767,-0.17,-2.97,4.55,5.43
6.777,-0.47,-3.12,4.50,5.49
6.787,-0.44,-2.36,4.14,4.78
6.797,0.03,-0.97,3.41,3.55
6.808,0.39,0.18,2.72,2.76
6.818,0.74,1.02,2.26,2.59
6.828,1.00,1.69,1.93,2.76
6.838,1.02,2.10,1.67,2.88
6.848,0.99,2.44,1.51,3.03
6.858,0.85,2.64,1.38,3.10
6.868,0.68,2.63,1.31,3.02
6.878,0.51,2.38,1.22,2.72
6.888,0.44,1.95,1.00,2.23
6.898,0.54,1.37,0.60,1.59
6.908,0.65,0.75,0.15,1.01
6.918,0.73,0.28,-0.24,0.82
6.928,0.73,-0.02,-0.53,0.90
6.938,0.67,-0.13,-0.75,1.01
6.949,0.61,-0.06,-0.89,1.08
6.959,0.51,0.07,-0.95,1.08
6.969,0.35,0.17,-0.99,1.06
6.979,0.16,0.15,-1.09,1.11
6.989,0.06,0.00,-1.33,1.33
6.999,0.16,-0.30,-1.65,1.69
7.009,0.28,-0.69,-1.97,2.11
7.019,0.38,-1.08,-2.28,2.55
7.029,0.60,-1.39,-2.57,2.98
7.039,0.96,-1.55,-2.89,3.41
7.049,1.43,-1.50,-3.27,3.87
7.059,2.01,-1.35,-3.76,4.47
7.069,2.72,-1.28,-4.29,5.24
7.079,3.42,-1.24,-4.96,6.15
7.089,3.71,-0.82,-5.86,6.99
7.099,3.22,-0.23,-6.69,7.43
7.110,2.52,-0.01,-6.39,6.87
7.120,2.36,-0.25,-4.98,5.51
7.130,2.86,-0.80,-3.58,4.65
7.140,3.36,-1.32,-2.65,4.48
7.150,3.78,-2.12,-1.89,4.73
7.160,4.36,-3.24,-1.55,5.65
7.170,4.98,-4.40,-1.50,6.81
7.180,5.52,-5.34,-1.73,7.88
7.190,5.42,-6.08,-2.94,8.66
7.200,3.59,-4.98,-6.85,9.20
7.210,0.79,-2.48,-10.62,10.93
7.220,0.49,-0.92,-6.60,6.69
7.231,0.49,-0.38,-1.14,1.30
7.241,0.15,-0.11,1.71,1.72
7.251,0.09,0.13,3.36,3.36
7.261,0.09,0.10,4.31,4.32
7.271,0.62,-0.11,4.69,4.73
7.281,0.34,-1.06,5.15,5.27
7.291,-0.64,-2.36,5.68,6.18
7.301,-1.38,-3.54,5.98,7.08
7.311,-1.59,-4.38,5.94,7.55
7.321,-1.47,-4.89,5.74,7.69
7.331,-1.43,-4.90,5.67,7.63
7.341,-1.33,-4.30,5.42,7.05
7.351,-1.32,-3.04,4.02,5.21
7.361,-1.77,-1.27,0.51,2.23
7.372,-2.30,0.46,-4.37,4.96
7.381,-2.24,1.66,-5.90,6.53
7.392,-2.34,2.02,-3.78,4.89
7.402,-2.92,1.94,-0.83,3.60
7.412,-3.28,1.96,1.96,4.29
7.422,-3.23,2.05,3.52,5.20
7.432,-3.48,2.07,5.08,6.50
7.442,-3.95,2.47,7.24,8.61
7.452,-2.30,2.38,1.00,3.45
7.462,-2.14,2.32,1.42,3.47
7.472,-2.41,2.29,2.81,4.35
7.482,-2.99,2.23,4.11,5.55
7.492,-3.42,2.20,4.33,5.93
7.502,-3.75,2.24,4.01,5.93
7.512,-4.14,2.39,3.60,5.99
7.523,-4.57,2.61,3.75,6.47
7.533,-4.80,2.80,3.95,6.82
7.543,-4.88,3.01,3.98,6.98
7.553,-4.75,3.21,3.98,6.98
7.563,-4.48,3.41,3.83,6.81
7.573,-4.20,3.55,3.56,6.55
7.583,-3.90,3.58,3.17,6.17
7.593,-3.47,3.48,2.74,5.63
7.603,-2.74,3.12,2.32,4.76
7.613,-1.50,2.33,1.80,3.30
7.623,0.24,1.11,0.52,1.24
7.633,2.51,-0.46,-3.08,4.00
7.643,5.97,-2.82,-10.62,12.51
7.653,10.23,-6.86,-18.30,22.06
7.664,12.39,-10.17,-14.08,21.34
7.674,12.31,-10.81,-7.92,18.20
7.684,11.06,-9.69,-9.35,17.42
7.694,6.62,-7.46,-9.28,13.62
7.704,2.60,-4.89,-6.43,8.49
7.714,-0.11,-1.61,-3.45,3.81
7.724,-3.01,1.46,-1.34,3.60
7.734,-4.09,1.33,0.10,4.30
7.744,-4.30,-1.58,1.19,4.73
7.754,-4.43,-4.49,1.87,6.58
7.764,-4.11,-6.50,2.39,8.06
7.774,-3.87,-7.09,2.54,8.47
7.784,-3.54,-5.70,2.81,7.28
7.794,-2.87,-3.15,2.90,5.16
7.804,-1.93,-0.46,2.82,3.45
7.815,-1.44,1.94,2.50,3.47
7.825,-1.18,3.80,2.23,4.56
7.835,-0.95,4.96,2.08,5.46
7.845,-0.69,5.35,2.06,5.77
7.855,-0.38,4.72,2.42,5.32
7.865,-0.25,3.01,2.94,4.21
7.875,-0.21,1.18,3.55,3.75
7.885,-0.22,-0.58,4.17,4.22
7.895,-0.32,-1.77,4.83,5.15
7.905,-0.56,-2.28,5.16,5.67
7.915,-0.57,-1.98,4.96,5.37
7.925,-0.13,-0.89,4.21,4.30
7.935,0.42,0.17,3.20,3.23
7.945,0.80,0.92,2.47,2.75
7.956,0.92,1.41,2.05,2.66
7.965,0.92,1.71,1.85,2.68
7.976,0.88,1.96,1.67,2.72
7.986,0.81,2.08,1.56,2.72
7.996,0.71,2.10,1.48,2.66
8.006,0.65,2.00,1.37,2.51
8.016,0.65,1.78,1.29,2.29
8.026,0.69,1.58,1.20,2.10
8.036,0.74,1.39,1.05,1.89
8.046,0.90,1.12,0.64,1.57
8.056,1.19,0.79,0.12,1.43
8.066,1.38,0.52,-0.31,1.51
8.076,1.35,0.33,-0.65,1.53
8.086,1.18,0.25,-0.92,1.51
8.096,0.89,0.23,-1.15,1.47
8.107,0.58,0.17,-1.41,1.53
8.117,0.26,0.06,-1.82,1.84
8.127,-0.03,-0.13,-2.25,2.25
8.137,-0.29,-0.30,-2.72,2.76
8.147,-0.48,-0.48,-3.13,3.21
8.157,-0.59,-0.66,-3.40,3.51
8.167,-0.59,-0.84,-3.51,3.66
8.177,-0.43,-1.13,-3.47,3.67
8.187,-0.04,-1.50,-3.25,3.58
8.197,0.63,-1.62,-3.05,3.51
8.207,1.39,-1.46,-2.99,3.61
8.217,2.20,-1.21,-3.09,3.98
8.227,2.99,-0.96,-3.23,4.51
8.238,3.68,-0.89,-3.32,5.04
8.248,4.11,-0.91,-3.33,5.37
8.258,4.03,-0.79,-3.39,5.32
8.268,3.33,-0.65,-3.58,4.93
8.278,2.91,-0.73,-3.57,4.66
8.288,3.04,-1.07,-3.28,4.60
8.298,3.37,-1.49,-2.61,4.52
8.308,3.93,-2.18,-2.58,5.18
8.318,4.61,-3.25,-3.93,6.87
8.328,5.38,-4.29,-6.22,9.27
8.338,5.74,-5.18,-9.05,11.90
8.348,4.93,-4.95,-9.80,12.04
8.358,3.56,-2.98,-6.88,8.30
8.368,2.32,-1.14,-3.70,4.51
8.378,1.24,-0.28,-1.44,1.92
8.389,1.18,0.22,0.95,1.53
8.399,1.28,0.44,2.57,2.90
8.409,1.03,0.31,3.35,3.52
8.419,0.67,-0.19,3.91,3.97
8.429,0.30,-1.22,4.44,4.62
8.439,0.43,-2.56,5.21,5.82
8.449,0.37,-4.04,5.95,7.20
8.459,-0.11,-5.47,6.38,8.40
8.469,-0.62,-6.61,6.55,9.33
8.479,-1.38,-7.18,6.52,9.80
8.489,-1.59,-6.78,6.53,9.54
8.499,-2.01,-5.16,6.38,8.45
8.509,-2.41,-2.70,5.27,6.40
8.519,-3.55,0.27,0.55,3.60
8.529,-4.00,2.22,-5.63,7.26
8.540,-3.65,3.10,-6.41,8.00
8.550,-3.70,3.22,-3.00,5.75
8.560,-3.66,3.07,0.30,4.79
8.570,-3.48,2.94,2.46,5.18
8.580,-3.36,2.67,4.11,5.94
8.590,-3.04,2.47,5.12,6.45
8.600,-2.85,2.16,5.24,6.34
8.610,-2.72,1.92,4.73,5.78
8.620,-2.60,1.87,4.35,5.40
8.630,-2.56,1.95,4.20,5.29
8.640,-2.74,2.02,4.30,5.49
8.650,-3.15,2.21,4.53,5.95
8.660,-3.74,2.59,4.48,6.39
8.670,-4.44,3.03,4.23,6.84
8.680,-4.87,3.39,3.92,7.11
8.691,-4.89,3.58,3.62,7.06
8.701,-4.61,3.55,3.50,6.79
8.711,-4.19,3.34,3.48,6.40
8.721,-3.77,3.02,3.27,5.84
8.731,-3.27,2.73,2.83,5.11
8.741,-2.57,2.47,2.19,4.18
8.751,-1.61,1.98,1.50,2.96
8.761,-0.37,1.10,0.27,1.20
8.771,1.25,-0.30,-3.00,3.26
8.781,3.69,-2.36,-9.16,10.16
8.791,7.13,-5.63,-17.86,20.04
8.801,10.44,-9.25,-20.66,24.92
8.812,10.78,-10.44,-12.57,19.58
8.822,8.61,-9.36,-6.71,14.38
8.832,4.27,-7.08,-4.65,9.49
8.842,0.65,-4.73,-3.55,5.94
8.852,-1.51,-2.63,-2.16,3.72
8.862,-3.01,-1.36,-0.75,3.39
8.872,-3.78,-1.90,0.09,4.23
8.882,-4.48,-3.50,0.45,5.70
8.892,-5.01,-4.29,1.00,6.68
8.902,-4.96,-3.91,1.77,6.56
8.912,-4.30,-2.97,2.36,5.74
8.922,-3.84,-1.34,2.66,4.86
8.932,-3.33,0.49,2.73,4.34
8.942,-2.53,1.98,2.76,4.24
8.952,-1.72,2.91,2.58,4.25
8.963,-1.04,3.64,2.57,4.57
8.973,-0.72,3.93,2.73,4.84
8.983,-0.45,3.52,3.28,4.83
8.993,-0.19,2.46,3.98,4.68
9.003,0.14,1.25,4.47,4.65
9.013,0.52,0.07,4.73,4.76
9.023,0.87,-0.77,4.69,4.83
9.033,1.12,-1.17,4.36,4.65
9.043,1.44,-1.13,3.90,4.31
9.053,1.64,-0.84,3.48,3.93
9.063,1.68,-0.51,3.03,3.51
9.073,1.75,-0.18,2.51,3.07
9.083,1.77,0.21,2.14,2.78
9.093,1.78,0.55,1.83,2.61
9.104,1.64,0.87,1.76,2.55
9.114,1.31,1.29,1.90,2.64
9.124,0.92,1.78,1.83,2.72
9.134,0.75,1.96,1.28,2.45
9.144,0.77,1.87,0.52,2.08
9.154,0.76,1.65,-0.10,1.82
9.164,0.71,1.39,-0.55,1.66
9.174,0.64,1.10,-0.88,1.55
9.184,0.64,0.76,-1.12,1.50
9.194,0.69,0.46,-1.28,1.52
9.204,0.70,0.32,-1.31,1.52
9.214,0.54,0.33,-1.30,1.44
9.224,0.34,0.44,-1.37,1.48
9.234,0.28,0.42,-1.68,1.75
9.245,0.22,0.34,-2.06,2.09
9.255,0.14,0.25,-2.44,2.46
9.265,0.08,0.19,-2.76,2.77
9.275,0.06,0.12,-3.01,3.01
9.285,0.08,-0.01,-3.16,3.16
9.295,0.16,-0.29,-3.18,3.19
9.305,0.42,-0.75,-3.05,3.17
9.315,0.99,-1.07,-2.85,3.20
9.325,1.63,-1.09,-2.72,3.35
9.335,2.30,-0.80,-2.75,3.67
9.345,2.89,-0.46,-2.83,4.07
9.355,3.37,-0.27,-2.84,4.42
9.365,3.62,-0.08,-2.75,4.55
9.375,3.42,0.02,-2.61,4.31
9.385,2.84,-0.20,-2.65,3.89
9.395,2.43,-0.57,-2.85,3.79
9.406,2.52,-0.92,-2.86,3.92
9.416,2.83,-1.32,-2.63,4.08
9.426,3.16,-1.87,-2.22,4.29
9.436,3.49,-2.61,-2.08,4.83
9.446,4.03,-3.50,-2.62,5.95
9.456,4.47,-4.79,-6.03,8.90
9.466,3.91,-6.26,-12.85,14.81
9.476,2.66,-6.31,-14.66,16.18
9.486,1.87,-4.28,-9.06,10.19
9.496,1.21,-2.13,-2.61,3.58
9.506,0.53,-1.07,1.14,1.65
9.516,1.04,-0.41,2.98,3.18
9.527,1.39,-0.00,3.53,3.79
9.536,1.03,0.02,3.73,3.87
9.547,0.54,-0.37,4.02,4.07
9.557,0.08,-1.39,4.66,4.86
9.567,-0.35,-2.71,5.52,6.16
9.577,0.06,-4.03,6.65,7.78
9.587,0.32,-5.33,7.10,8.88
9.597,-0.00,-6.44,6.66,9.27
9.607,-1.12,-6.87,6.78,9.72
9.617,-1.24,-5.90,7.03,9.26
9.627,-1.20,-3.88,6.61,7.76
9.637,-1.53,-1.49,5.72,6.10
9.647,-1.38,1.06,1.56,2.34
9.657,-1.18,2.64,-4.79,5.60
9.668,-1.36,3.08,-7.02,7.78
9.677,-1.92,2.80,-3.98,5.24
9.688,-2.42,2.15,-0.37,3.25
9.698,-2.82,1.73,2.50,4.15
9.708,-3.05,1.66,4.33,5.55
9.718,-3.10,1.72,5.62,6.65
9.728,-3.24,2.13,7.44,8.39
9.738,-2.28,2.14,3.19,4.47
9.748,-2.20,2.25,3.21,4.50
9.758,-2.53,2.37,4.36,5.58
9.768,-3.11,2.47,4.74,6.18
9.778,-3.79,2.68,4.83,6.70
9.788,-4.20,2.96,4.95,7.13
9.798,-4.50,3.18,4.91,7.39
9.808,-4.80,3.31,4.68,7.48
9.819,-5.03,3.39,4.39,7.49
9.829,-5.11,3.47,4.15,7.44
9.839,-4.95,3.55,3.89,7.23
9.849,-4.63,3.60,3.55,6.86
9.859,-4.11,3.50,3.06,6.20
9.869,-3.33,3.11,2.51,5.20
9.879,-2.25,2.22,2.05,3.77
9.889,-0.85,0.86,0.92,1.52
9.899,1.10,-1.04,-2.60,3.01
9.909,3.97,-3.82,-10.93,12.24
9.919,8.03,-8.40,-21.27,24.24
9.930,10.99,-12.03,-19.73,25.59
9.939,11.20,-11.72,-11.41,19.83
9.949,9.25,-9.40,-8.12,15.49
9.959,5.17,-6.75,-6.81,10.89
9.969,1.56,-4.16,-5.75,7.26
9.980,-1.23,-0.71,-3.76,4.02
9.990,-3.72,2.33,-1.22,4.56
10.000,-4.56,3.06,0.48,5.51
10.010,-4.54,1.40,1.19,4.90
10.020,-4.57,-1.37,2.16,5.24
10.030,-4.42,-3.83,3.14,6.64
10.040,-3.84,-5.28,3.23,7.28
10.050,-2.85,-5.13,2.91,6.56
10.060,-2.32,-3.57,2.80,5.10
10.070,-1.61,-1.43,3.06,3.74
10.080,-0.04,0.88,3.44,3.55
10.090,0.51,2.33,3.13,3.94
10.101,-0.52,2.99,2.55,3.96
10.111,-0.43,3.63,2.88,4.65
10.121,-0.29,3.50,3.20,4.75
10.131,-0.06,2.59,3.43,4.30
10.141,0.18,1.35,3.71,3.95
10.151,0.24,0.03,4.02,4.02
10.161,0.06,-1.13,4.20,4.35
10.171,-0.04,-1.82,4.26,4.63
10.181,-0.05,-1.93,4.08,4.52
10.191,0.03,-1.39,3.74,3.99
10.201,0.24,-0.59,3.15,3.22
10.211,0.46,0.25,2.58,2.64
10.221,0.71,0.92,2.11,2.41
10.231,0.79,1.54,1.79,2.49
10.241,0.72,2.10,1.59,2.73
10.252,0.60,2.49,1.37,2.90
10.262,0.42,2.70,1.17,2.97
10.272,0.26,2.70,0.99,2.89
10.282,0.17,2.45,0.82,2.59
10.292,0.23,1.90,0.67,2.03
10.302,0.44,1.15,0.51,1.33
10.312,0.71,0.42,0.30,0.88
10.322,0.96,-0.20,0.13,0.99
10.332,1.14,-0.55,-0.06,1.26
10.342,1.21,-0.61,-0.23,1.38
10.352,1.17,-0.49,-0.44,1.34
10.362,1.08,-0.29,-0.79,1.37
10.372,1.00,-0.21,-1.30,1.65
10.382,0.94,-0.21,-1.87,2.10
10.393,0.86,-0.21,-2.32,2.49
10.403,0.72,-0.28,-2.68,2.79
10.413,0.61,-0.35,-2.98,3.06
10.423,0.61,-0.51,-3.16,3.26
10.433,0.76,-0.76,-3.30,3.47
10.443,1.15,-0.91,-3.40,3.70
10.453,1.70,-0.78,-3.49,3.96
10.463,2.38,-0.53,-3.60,4.35
10.473,3.03,-0.44,-3.69,4.79
10.483,3.53,-0.50,-3.70,5.14
10.493,3.70,-0.56,-3.73,5.28
10.503,3.22,-0.58,-3.84,5.04
10.513,2.43,-0.71,-4.05,4.77
10.523,2.05,-0.92,-4.07,4.65
10.533,2.25,-1.28,-3.76,4.56
10.544,2.53,-1.73,-3.41,4.59
10.554,2.90,-2.30,-3.13,4.85
10.564,3.48,-3.11,-2.98,5.53
10.574,4.19,-4.04,-3.65,6.87
10.584,5.26,-4.98,-4.76,8.67
10.594,5.54,-5.72,-7.69,11.07
10.604,4.46,-4.98,-9.47,11.59
10.614,2.77,-2.42,-7.36,8.23
10.624,1.84,-0.42,-2.86,3.43
10.634,0.95,0.27,0.90,1.34
10.644,0.85,0.34,2.69,2.84
10.654,0.65,0.55,2.66,2.80
10.664,0.31,0.47,3.17,3.22
10.675,0.17,-0.07,3.74,3.74
10.685,-0.05,-1.06,4.14,4.27
10.695,-0.15,-2.58,4.76,5.41
10.705,-0.02,-4.10,5.63,6.97
10.715,-0.07,-5.59,5.99,8.19
10.725,-1.06,-6.55,6.20,9.08
10.735,-1.64,-6.58,6.42,9.34
10.745,-1.76,-5.39,6.63,8.73
10.755,-2.04,-3.18,4.83,6.13
10.765,-2.09,-0.70,0.65,2.30
10.775,-1.95,1.15,-5.16,5.64
10.785,-2.09,1.97,-5.87,6.54
10.795,-2.85,2.03,-2.64,4.38
10.805,-3.47,1.79,0.90,4.01
10.815,-3.24,1.70,3.12,4.81
10.825,-3.01,1.65,4.14,5.38
10.836,-2.83,1.76,4.24,5.39
10.846,-2.66,1.89,3.99,5.16
10.856,-2.65,1.96,3.92,5.12
10.866,-2.78,2.03,4.35,5.55
10.876,-2.68,2.16,4.86,5.95
10.886,-2.73,2.31,4.79,5.98
10.896,-3.25,2.54,4.50,6.11
10.906,-3.88,2.75,4.14,6.30
10.916,-4.56,2.93,3.97,6.72
10.926,-4.90,3.17,3.96,7.05
10.936,-4.93,3.35,3.92,7.14
10.946,-4.70,3.40,3.91,6.99
10.957,-4.31,3.30,3.86,6.66
10.966,-4.10,3.18,3.72,6.38
10.977,-3.93,3.12,3.39,6.06
10.987,-3.69,3.06,2.98,5.65
10.997,-3.13,2.77,2.54,4.89
11.007,-2.12,2.10,2.08,3.64
11.017,-0.70,0.99,1.13,1.66
11.027,1.40,-0.52,-2.33,2.77
11.037,4.53,-2.76,-9.81,11.16
11.047,8.74,-6.80,-18.54,21.59
11.057,11.78,-10.81,-17.62,23.80
11.067,12.00,-11.38,-10.42,19.55
11.077,10.37,-9.92,-9.56,17.24
11.087,6.27,-7.66,-9.06,13.42
11.097,2.61,-5.18,-6.16,8.46
11.107,-0.42,-1.75,-2.57,3.14
11.118,-3.27,1.33,-0.22,3.54
11.128,-4.38,1.79,0.88,4.82
11.138,-4.50,0.11,1.11,4.64
11.148,-4.80,-2.07,1.49,5.43
11.158,-5.03,-3.67,1.84,6.49
11.168,-4.64,-4.28,2.02,6.63
11.178,-3.80,-3.47,2.20,5.60
11.188,-2.84,-1.75,2.45,4.14
11.198,-2.15,0.00,2.74,3.48
11.208,-1.70,1.47,2.85,3.63
11.218,-1.39,2.52,3.05,4.19
11.228,-0.86,2.95,3.44,4.61
11.238,-0.41,2.59,3.82,4.64
11.248,-0.23,1.73,4.17,4.52
11.259,-0.10,0.69,4.60,4.65
11.269,0.04,-0.48,4.92,4.94
11.279,0.46,-1.38,4.88,5.09
11.289,0.81,-1.70,4.56,4.93
11.299,1.05,-1.37,4.12,4.47
11.309,1.27,-0.75,3.65,3.94
11.319,1.41,-0.11,3.14,3.45
11.329,1.50,0.54,2.63,3.08
11.339,1.48,1.19,2.25,2.95
11.349,1.36,1.84,2.00,3.04
11.359,1.11,2.43,1.86,3.26
11.369,0.75,2.95,1.86,3.56
11.379,0.47,3.21,1.88,3.75
11.389,0.15,3.22,1.78,3.68
11.399,0.02,2.87,1.37,3.18
11.409,0.23,2.21,0.76,2.34
11.420,0.63,1.44,0.21,1.59
11.430,0.93,0.71,-0.21,1.19
11.440,1.14,0.09,-0.57,1.28
11.450,1.19,-0.39,-0.81,1.49
11.460,1.11,-0.66,-0.96,1.61
11.470,0.94,-0.71,-0.98,1.53
11.480,0.71,-0.62,-0.90,1.30
11.490,0.39,-0.55,-0.84,1.07
11.500,0.09,-0.65,-1.33,1.48
11.510,-0.07,-0.88,-2.23,2.40
11.520,-0.14,-1.07,-2.98,3.17
11.530,-0.12,-1.09,-3.60,3.76
11.541,-0.04,-0.91,-4.20,4.30
11.550,0.20,-0.73,-4.69,4.75
11.561,0.96,-0.78,-4.96,5.11
11.571,1.82,-0.83,-4.83,5.22
11.581,2.52,-0.64,-4.45,5.16
11.591,3.10,-0.46,-3.95,5.04
11.601,3.53,-0.40,-3.49,4.98
11.611,3.75,-0.29,-3.12,4.88
11.621,3.54,-0.21,-2.86,4.56
11.631,2.97,-0.40,-2.75,4.06
11.641,2.56,-0.79,-2.75,3.84
11.651,2.53,-1.21,-2.60,3.83
11.661,2.61,-1.70,-2.24,3.83
11.671,2.79,-2.28,-1.61,3.95
11.681,2.76,-2.72,-1.75,4.25
11.692,2.41,-2.82,-3.56,5.14
11.702,2.28,-3.31,-8.11,9.05
11.712,2.64,-4.44,-13.53,14.48
11.722,3.41,-4.76,-11.67,13.06
11.732,3.25,-3.58,-6.23,7.89
11.742,2.55,-1.34,-1.98,3.50
11.752,1.77,0.12,1.02,2.05
11.762,1.54,0.38,2.74,3.16
11.772,1.76,0.48,3.72,4.14
11.782,1.72,0.06,4.11,4.46
11.792,1.46,-0.73,4.57,4.85
11.802,1.31,-1.70,5.20,5.62
11.812,1.10,-3.11,5.41,6.33
11.822,0.51,-4.77,5.78,7.51
11.833,-0.13,-6.34,6.65,9.19
11.843,-0.56,-7.45,7.41,10.53
11.853,-0.51,-7.49,7.50,10.62
11.863,-0.61,-5.95,7.11,9.28
11.873,-0.75,-3.23,5.19,6.16
11.883,-0.79,-0.47,0.40,1.00
11.893,-0.64,1.74,-5.66,5.95
11.903,-0.93,2.94,-6.54,7.23
11.913,-2.20,3.16,-3.67,5.32
11.923,-3.41,2.77,0.04,4.39
11.933,-4.03,2.48,2.70,5.45
11.943,-4.10,2.37,3.83,6.08
11.953,-4.00,2.27,4.19,6.22
11.963,-3.58,2.16,4.41,6.08
11.973,-3.23,2.05,4.75,6.10
11.984,-2.93,2.13,5.16,6.30
11.994,-2.57,2.38,5.30,6.35
12.004,-2.74,2.55,5.15,6.36
12.014,-3.39,2.70,4.86,6.51
12.024,-4.15,2.92,4.58,6.84
12.034,-4.77,3.20,4.42,7.25
12.044,-5.04,3.39,4.24,7.40
12.054,-4.99,3.42,4.15,7.34
12.064,-4.81,3.24,4.11,7.11
12.074,-4.52,2.97,4.03,6.74
12.084,-4.24,2.66,3.82,6.30
12.094,-3.91,2.40,3.41,5.71
12.104,-3.45,2.16,2.87,4.98
12.114,-2.65,1.72,2.30,3.91
12.125,-1.38,0.93,1.74,2.41
12.135,0.42,-0.18,0.56,0.72
12.145,2.67,-1.63,-3.04,4.36
12.155,5.99,-4.33,-12.50,14.52
12.165,10.59,-9.15,-23.32,27.20
12.175,12.49,-12.18,-17.83,24.94
12.185,11.97,-11.86,-11.33,20.31
12.195,9.69,-9.55,-9.98,16.87
12.205,4.95,-6.28,-6.87,10.54
12.215,1.40,-2.28,-3.80,4.65
12.225,-1.59,1.97,-1.71,3.06
12.235,-3.42,4.43,-0.05,5.59
12.245,-4.03,4.72,1.14,6.32
12.256,-3.81,2.72,1.50,4.92
12.265,-3.91,-0.99,2.17,4.58
12.275,-4.15,-4.24,2.86,6.58
12.286,-4.07,-5.65,3.26,7.69
12.296,-3.35,-4.86,3.49,6.86
12.306,-2.79,-2.82,3.21,5.10
12.316,-2.42,-0.75,3.11,4.01
12.326,-2.23,1.00,3.27,4.09
12.336,-1.86,2.12,3.43,4.44
12.346,-1.38,2.55,3.45,4.51
12.356,-1.30,2.14,3.37,4.20
12.366,-1.48,1.10,3.45,3.91
12.376,-1.52,-0.31,3.69,4.01
12.386,-1.04,-1.67,3.82,4.29
12.396,-0.45,-2.38,3.92,4.60
12.407,-0.03,-2.28,4.08,4.68
12.417,0.34,-1.54,3.95,4.25
12.427,0.66,-0.61,3.58,3.69
12.437,0.86,0.25,3.13,3.25
12.447,1.00,1.06,2.60,2.98
12.457,1.07,1.76,2.18,3.00
12.467,0.93,2.33,1.96,3.19
12.477,0.74,2.73,1.89,3.40
12.487,0.45,2.84,1.88,3.44
12.497,0.14,2.66,1.83,3.23
12.507,0.14,2.37,1.57,2.85
12.517,0.22,2.02,1.48,2.52
12.528,0.17,1.56,1.36,2.08
12.537,0.38,1.01,0.88,1.39
12.548,0.59,0.52,0.28,0.83
12.558,0.77,0.15,-0.25,0.83
12.568,0.75,-0.06,-0.60,0.96
12.578,0.62,-0.12,-0.85,1.06
12.588,0.48,-0.11,-1.07,1.18
12.598,0.32,-0.09,-1.31,1.35
12.608,0.22,-0.19,-1.52,1.55
12.618,0.25,-0.43,-1.74,1.81
12.628,0.45,-0.79,-2.00,2.20
12.638,0.79,-1.31,-2.27,2.74
12.648,1.19,-1.80,-2.64,3.41
12.658,1.61,-2.04,-3.07,4.02
12.668,2.13,-2.04,-3.67,4.71
12.678,2.85,-1.73,-4.66,5.72
12.689,3.78,-1.29,-6.11,7.30
12.698,4.86,-0.92,-7.43,8.92
12.709,5.60,-0.63,-7.60,9.46
12.719,5.42,-0.26,-6.68,8.61
12.729,4.39,-0.14,-5.42,6.98
12.739,3.68,-0.51,-4.48,5.82
12.749,3.76,-0.89,-3.65,5.31
12.759,4.13,-1.38,-3.08,5.33
12.769,4.74,-2.05,-3.08,6.01
12.779,5.38,-2.78,-3.94,7.22
12.789,6.15,-3.48,-5.98,9.26
12.799,6.57,-4.10,-8.26,11.32
12.809,5.87,-3.95,-8.47,11.04
12.819,3.82,-2.75,-6.67,8.16
12.830,2.09,-1.66,-3.73,4.58
12.840,0.98,-1.06,-0.55,1.54
12.850,1.07,-0.52,2.25,2.54
12.860,0.95,-0.35,3.97,4.10
12.870,0.39,-0.79,5.02,5.10
12.880,0.55,-1.52,5.58,5.81
12.890,0.80,-2.67,5.94,6.56
12.900,0.53,-4.17,6.38,7.64
12.910,-0.04,-5.39,6.60,8.52
12.920,-0.45,-6.25,6.82,9.26
12.930,-1.14,-6.90,7.37,10.16
12.940,-1.29,-6.81,7.48,10.19
12.950,-0.97,-5.42,6.36,8.41
12.960,-1.38,-3.35,3.88,5.31
12.971,-1.56,-1.28,-0.75,2.16
12.980,-1.26,0.50,-5.75,5.90
12.991,-1.59,1.76,-5.24,5.75
13.001,-2.75,2.17,-2.19,4.13
13.011,-3.24,2.17,0.51,3.93
13.021,-3.63,2.12,2.71,5.00
13.031,-3.95,2.18,4.36,6.27
13.041,-3.86,2.28,4.97,6.69
13.051,-3.57,2.32,4.82,6.43
13.061,-3.31,2.28,4.59,6.10
13.071,-3.01,2.30,4.55,5.92
13.081,-2.82,2.34,4.61,5.89
13.091,-2.84,2.32,4.63,5.91
