time,ax,ay,az,atotal
4.522,0.65,-0.03,-1.08,1.26
4.532,0.49,0.28,-1.17,1.30
4.542,0.22,0.59,-1.28,1.43
4.552,0.03,0.75,-1.37,1.56
4.562,-0.08,0.70,-1.44,1.60
4.572,-0.14,0.58,-1.50,1.62
4.582,-0.11,0.26,-1.54,1.56
4.592,0.13,-0.14,-1.58,1.59
4.602,0.43,-0.43,-1.64,1.75
4.612,0.68,-0.67,-1.77,2.01
4.623,1.02,-0.92,-1.94,2.37
4.632,1.36,-1.31,-2.08,2.80
4.643,1.65,-1.89,-2.16,3.32
4.653,1.83,-2.46,-2.15,3.75
4.663,1.86,-2.95,-2.07,4.06
4.673,1.67,-3.25,-1.82,4.08
4.683,1.30,-3.47,-1.49,3.99
4.693,1.21,-4.08,-1.29,4.44
4.703,1.14,-4.60,-0.97,4.84
4.713,0.91,-5.21,-0.35,5.31
4.723,0.35,-5.94,0.10,5.95
4.733,-0.73,-6.52,0.54,6.58
4.743,-2.12,-6.49,1.04,6.90
4.753,-3.10,-6.25,1.33,7.10
4.763,-3.67,-5.48,0.88,6.65
4.773,-4.17,-4.06,-1.23,5.94
4.784,-5.34,-2.42,-7.93,9.86
4.794,-5.73,-1.00,-13.45,14.65
4.804,-4.27,0.29,-10.22,11.08
4.814,-3.51,0.65,-5.82,6.83
4.824,-3.12,0.04,-2.13,3.78
4.834,-3.02,-0.74,0.62,3.17
4.844,-2.14,-1.44,1.54,3.01
4.854,-0.84,-1.55,2.66,3.19
4.864,-0.06,-0.94,4.25,4.35
4.874,0.55,-0.53,5.90,5.95
4.884,1.52,-0.54,6.86,7.05
4.894,1.88,-0.58,6.21,6.52
4.904,1.93,-0.71,4.64,5.07
4.914,2.34,-1.07,2.73,3.75
4.925,2.71,-1.46,1.28,3.33
4.934,2.12,-1.85,-0.29,2.83
4.945,1.23,-2.13,-2.48,3.50
4.955,-0.08,-2.08,-4.24,4.73
4.965,-1.55,-1.87,-3.05,3.89
4.975,-1.98,-1.36,0.44,2.44
4.985,-1.72,-0.83,2.50,3.15
4.995,-1.22,-0.55,2.71,3.02
5.005,-1.03,-0.17,3.10,3.27
5.015,-1.30,0.48,3.28,3.56
5.025,-1.82,1.18,2.84,3.57
5.035,-2.00,1.73,2.31,3.51
5.045,-1.87,2.30,1.82,3.48
5.056,-1.63,2.69,1.42,3.45
5.066,-1.55,2.84,1.40,3.53
5.076,-1.51,2.82,1.78,3.66
5.086,-1.41,2.73,2.53,3.98
5.096,-1.23,2.77,3.29,4.48
5.106,-1.12,2.96,3.89,5.02
5.116,-1.15,3.23,4.25,5.46
5.126,-1.14,3.53,4.37,5.73
5.136,-1.04,3.80,4.45,5.94
5.146,-0.99,3.96,4.56,6.12
5.156,-0.91,4.01,4.71,6.25
5.166,-0.83,3.99,4.73,6.24
5.176,-0.64,3.93,4.63,6.10
5.187,-0.44,3.90,4.50,5.97
5.196,-0.33,3.88,4.05,5.62
5.207,-0.06,3.67,3.68,5.20
5.217,0.33,3.26,3.41,4.73
5.227,0.79,2.87,3.16,4.34
5.237,1.14,2.58,2.79,3.97
5.247,1.32,2.30,2.30,3.51
5.257,1.21,2.10,2.08,3.19
5.267,0.82,2.08,1.99,2.99
5.277,0.51,2.17,1.93,2.95
5.287,0.25,2.28,1.57,2.78
5.297,0.51,2.20,-1.16,2.53
5.307,2.59,1.03,-8.95,9.37
5.317,3.98,-2.30,-16.22,16.86
5.327,0.79,-7.13,-14.18,15.89
5.337,-2.90,-9.12,-0.27,9.57
5.348,-4.20,-8.74,9.79,13.78
5.358,-3.19,-7.58,9.96,12.92
5.368,-2.94,-5.29,4.15,7.35
5.378,-4.36,-0.62,-3.67,5.73
5.388,-4.22,3.74,-7.40,9.30
5.398,-2.22,4.72,-2.56,5.81
5.408,-0.70,3.83,2.10,4.43
5.418,0.44,1.94,2.93,3.53
5.428,0.87,-1.01,1.01,1.67
5.438,-0.41,-4.35,-0.85,4.45
5.448,-2.32,-6.68,-0.21,7.07
5.458,-3.60,-6.90,1.47,7.92
5.468,-3.13,-5.20,2.04,6.41
5.478,-2.06,-2.55,1.61,3.65
5.489,-1.23,-0.24,1.15,1.70
5.498,-0.65,1.21,1.18,1.81
5.509,-0.55,1.73,1.44,2.32
5.519,-0.64,1.46,1.74,2.36
5.529,-0.75,0.78,1.78,2.09
